Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
1906-11-30,9.93,0.3942,0.7525,8.848509091,3.63,287.49247882758,11.412843419319,21.786313224346,18.141851654008
1906-10-31,9.73,0.3883,0.745,8.753424793,3.61,284.76209271751,11.364143946784,21.803469586284,18.095380908869
1906-09-30,10.03,0.3825,0.7375,8.563094215,3.59,300.06652653652,11.443214995037,22.063715186509,19.200993682001
1906-08-31,9.73,0.3767,0.73,8.467928926,3.57,294.36283467691,11.396349416526,22.08477588018,18.967251477549
1906-07-31,9.06,0.3708,0.7225,8.277679339,3.55,280.39285286936,11.47568099823,22.360246820984,18.195200143514
1906-06-30,9.3,0.365,0.715,8.563094215,3.53,278.22718811462,10.91966921095,21.390584892683,18.172666376497
1906-05-31,9.18,0.3592,0.7075,8.563094215,3.51,274.63715988088,10.746151179653,21.166208128074,18.054044460926
1906-04-30,9.43,0.3533,0.7,8.467928926,3.49,285.28689938369,10.688426463654,21.177182350857,18.876204996116
1906-03-31,9.56,0.3475,0.6925,8.467928926,3.47,289.21980467742,10.512958381318,20.950283968527,19.259453020854
1906-02-28,9.8,0.3417,0.685,8.467928926,3.45,296.480552912,10.337490298983,20.723385586196,19.866752563676
1906-01-31,9.87,0.3358,0.6775,8.467928926,3.43,298.59827114709,10.158996904883,20.496487203865,20.132402260808
1905-12-31,9.54,0.33,0.67,8.467928926,3.4341666666667,288.61474232454,9.9835288225469,20.269588821535,19.577960809096
1905-11-30,9.31,0.3283,0.655,8.372844628,3.4383333333333,284.85509327667,10.044890131335,20.040825574245,19.443525693265
1905-10-31,9.36,0.3267,0.64,8.277679339,3.4425,289.67738442133,10.110854860091,19.807000644193,19.89739481433
1905-09-30,9.23,0.325,0.625,8.277679339,3.4466666666667,285.65408741548,10.058242514629,19.342774066595,19.743492419698
1905-08-31,9.2,0.3233,0.61,8.372844628,3.4508333333333,281.48945844741,9.8919067300051,18.663974962274,19.573308430804
1905-07-31,8.87,0.3217,0.595,8.277679339,3.455,274.51264955312,9.9561126675579,18.414320911399,19.205883309548
1905-06-30,8.6,0.32,0.58,8.277679339,3.4591666666667,266.15657115635,9.9035003220967,17.9500943338,18.735862386184
1905-05-31,8.5,0.3183,0.565,8.277679339,3.4633333333333,263.06172730569,9.8508879766356,17.485867756202,18.629487509845
1905-04-30,8.94,0.3167,0.55,8.372844628,3.4675,273.53432157824,9.6899686402493,16.828174146312,19.482927524711
1905-03-31,9.05,0.315,0.535,8.372844628,3.4716666666667,276.8999564075,9.6379542837971,16.369223942322,19.831506074218
1905-02-28,8.8,0.3133,0.52,8.467928926,3.4758333333333,266.22743526792,9.4783017578908,15.731621174922,19.16899637583
1905-01-31,8.43,0.3117,0.505,8.467928926,3.48,255.03378173961,9.4298967696602,15.277824410261,18.459852032456
1904-12-31,8.25,0.31,0.49,8.467928926,3.4733333333333,249.58822056367,9.3784664696653,14.8240276456,18.159679118703
1904-11-30,8.17,0.3133,0.4933,8.467928926,3.4666666666667,247.16797115215,9.4783017578908,14.923862933825,18.07620022377
1904-10-31,7.75,0.3167,0.4967,8.277679339,3.46,239.85039842578,9.8013704750251,15.372089406205,17.633197370821
1904-09-30,7.32,0.32,0.5,8.277679339,3.4533333333333,226.54256986796,9.9035003220967,15.474219253276,16.742600049164
1904-08-31,7.01,0.3233,0.5033,8.18251405,3.4466666666667,219.47173589027,10.121998889204,15.757507086101,16.304651978851
1904-07-31,6.78,0.3267,0.5067,8.087381157,3.44,214.76777726701,10.348765904592,16.050565301061,16.036401629624
1904-06-30,6.51,0.33,0.51,8.087381157,3.4333333333333,206.21507817231,10.453298893527,16.155098289996,15.474433638653
1904-05-31,6.5,0.3333,0.5133,8.087381157,3.4266666666667,205.89831153917,10.557831882462,16.259631278932,15.525820896255
1904-04-30,6.64,0.3367,0.5167,8.277679339,3.42,205.49763168351,10.420339245156,15.991058176336,15.565490611691
1904-03-31,6.48,0.34,0.52,8.372844628,3.4133333333333,198.26648812383,10.402871290448,15.910273738332,15.081930176259
1904-02-29,6.5,0.3433,0.5233,8.467928926,3.4066666666667,196.64526468653,10.385895287213,15.831456463148,15.021498380331
1904-01-31,6.68,0.3467,0.5267,8.277679339,3.4,206.73556922377,10.729823630222,16.300542561401,15.861833914034
1903-12-31,6.57,0.35,0.53,8.087381157,3.3916666666667,208.11567797113,11.086832159801,16.788631556271,16.04289414005
1903-11-30,6.28,0.3483,0.5383,8.087381157,3.3833333333333,198.92944561015,11.032981832168,17.051547861775,15.407877534298
1903-10-31,6.26,0.3467,0.5467,8.18251405,3.375,195.99045173653,10.854614954801,17.116290729131,15.252943825779
1903-09-30,6.47,0.345,0.555,8.277679339,3.3666666666667,200.23639713739,10.677211284761,17.176383371137,15.654359115197
1903-08-31,6.63,0.3433,0.5633,8.18251405,3.3583333333333,207.57455191904,10.748166466637,17.6360098184,16.299118790903
1903-07-31,6.85,0.3417,0.5717,8.18251405,3.35,214.4623952708,10.698073060443,17.899000200922,16.918178414767
1903-06-30,7.18,0.34,0.58,8.18251405,3.3416666666667,224.79416029845,10.644848816361,18.158859745557,17.818551722969
1903-05-31,7.6,0.3383,0.5883,8.18251405,3.3333333333333,237.94367942454,10.591624572279,18.418719290192,18.95485872304
1903-04-30,7.75,0.3367,0.5967,8.372844628,3.325,237.12427206167,10.30190224557,18.257039114736,18.980022601826
1903-03-31,8.08,0.335,0.605,8.372844628,3.3166666666667,247.22117654946,10.249887889118,18.510991560944,19.884560384873
1903-02-28,8.41,0.3333,0.6133,8.658259504,3.3083333333333,248.83572864785,9.8617061068166,18.146367702702,20.107051517553
1903-01-31,8.46,0.3317,0.6217,8.658259504,3.3,250.31513250426,9.8143651834116,18.394907550579,20.318132053829
1902-12-31,8.05,0.33,0.63,8.563094215,3.29,240.83106067986,9.8725776427768,18.847648227119,19.633232126824
1902-11-30,8.24,0.3292,0.6192,8.467928926,3.28,249.28568938723,9.9593263284317,18.732730445215,20.408541255072
1902-10-31,8.57,0.3283,0.6083,8.753424793,3.27,250.81306624759,9.6081598190296,17.802752415217,20.60442540186
1902-09-30,8.85,0.3275,0.5975,8.18251405,3.26,277.0791530141,10.253494080465,18.706756375811,22.856566381955
1902-08-31,8.83,0.3267,0.5867,8.087381157,3.25,279.70493706013,10.348765904592,18.584698366159,23.168671834093
1902-07-31,8.6,0.3258,0.5758,8.18251405,3.24,269.25205829619,10.200269836384,18.027364554296,22.385686589401
1902-06-30,8.41,0.325,0.565,8.18251405,3.23,263.30346631058,10.175223133286,17.689234062482,21.963742295515
1902-05-31,8.46,0.3242,0.5542,8.087381157,3.22,267.98457163406,10.269574246308,17.555206808463,22.42795449333
1902-04-30,8.48,0.3233,0.5433,7.992232066,3.21,271.81605614804,10.362987140644,17.414818785994,22.823108698498
1902-03-31,8.2,0.3225,0.5325,7.897091074,3.2,266.00760081344,10.461884300285,17.274274077214,22.410652288217
1902-02-28,8.19,0.3217,0.5217,7.897091074,3.19,265.68320130026,10.43593233923,16.923922602972,22.45995745246
1902-01-31,8.12,0.3208,0.5108,7.897091074,3.18,263.41240470795,10.406736383043,16.570327133598,22.340290796034
1901-12-31,7.95,0.32,0.5,7.992232066,3.1733333333333,254.82755263878,10.257209665964,16.026890103068,21.68021514103
1901-11-30,8.08,0.3183,0.4983,7.897091074,3.1666666666667,262.1148066552,10.325636504746,16.164827742114,22.375074777653
1901-10-31,7.91,0.3167,0.4967,7.801941983,3.16,259.72939710593,10.399026556694,16.309430030659,22.252901618409
1901-09-30,8.0,0.315,0.495,7.801941983,3.1533333333333,262.68459884291,10.34320607944,16.253609553405,22.59046831686
1901-08-31,8.04,0.3133,0.4933,7.706792893,3.1466666666667,267.25737652439,10.414395032972,16.397769134264,23.077177713844
1901-07-31,7.93,0.3117,0.4917,7.611651901,3.14,266.89571973636,10.490718265047,16.548880882013,23.144848553708
1901-06-30,8.5,0.31,0.49,7.51650281,3.1333333333333,289.70129860166,10.565576772531,16.700427801743,25.23846620596
1901-05-31,7.73,0.3083,0.4883,7.51650281,3.1266666666667,263.45776919892,10.507636512811,16.642487542022,23.064012684864
1901-04-30,8.14,0.3067,0.4867,7.51650281,3.12,277.43159654323,10.453104503662,16.587955532874,24.409716994827
1901-03-31,7.51,0.305,0.485,7.611651901,3.1133333333333,252.76000696343,10.26521998986,16.323382606826,22.347583950684
1901-02-28,7.25,0.3033,0.4833,7.611651901,3.1066666666667,244.00932762782,10.208004009589,16.266166626555,21.679149848206
1901-01-31,7.07,0.3017,0.4817,7.706792893,3.1,235.01363831187,10.028799813111,16.012173914403,20.978581834536
1900-12-31,6.87,0.3,0.48,7.611651901,3.1041666666667,231.21987321422,10.096937694944,16.155100311911,20.744051160871
1900-11-30,6.48,0.2925,0.48,7.706792893,3.1083333333333,215.40146764652,9.7229829146,15.955664270113,19.419584603761
1900-10-31,6.01,0.285,0.48,7.706792893,3.1125,199.7782130487,9.4736756603795,15.955664270113,18.102398784556
1900-09-30,5.8,0.2775,0.48,7.801941983,3.1166666666667,190.44633416111,9.1118720223634,15.761075930574,17.341874151225
1900-08-31,5.94,0.27,0.48,7.706792893,3.1208333333333,197.45134534265,8.9750611519385,15.955664270113,18.069614666784
1900-07-31,5.86,0.2625,0.48,7.801941983,3.125,192.41646865243,8.6193383995329,15.761075930574,17.689545468953
1900-06-30,5.86,0.255,0.48,7.706792893,3.1291666666667,194.79206796429,8.4764466434975,15.955664270113,17.992711584304
1900-05-31,6.04,0.2475,0.48,7.801941983,3.1333333333333,198.3268721264,8.1268047767025,15.761075930574,18.40319701695
1900-04-30,6.34,0.24,0.48,7.992232066,3.1375,203.22096650691,7.6929072494727,15.385814498945,18.936402033323
1900-03-31,6.26,0.2325,0.48,7.992232066,3.1416666666667,200.65666409041,7.4525038979267,15.385814498945,18.775793421238
1900-02-28,6.21,0.225,0.48,7.992232066,3.1458333333333,199.05397508011,7.2121005463807,15.385814498945,18.703797417251
1900-01-31,6.1,0.2175,0.48,7.897091074,3.15,197.88370304415,7.05568941182,15.571176632982,18.674275362445
1899-12-31,6.02,0.21,0.48,7.897091074,3.1458333333333,195.28850693865,6.8123897769296,15.571176632982,18.5126496436
1899-11-30,6.46,0.2092,0.4692,7.801941983,3.1416666666667,212.11781356565,6.869202259742,15.406451722137,20.196457520802
1899-10-31,6.34,0.2083,0.4583,7.706792893,3.1375,210.74773223441,6.9240934738844,15.234335281235,20.153713460687
1899-09-30,6.37,0.2075,0.4475,7.611651901,3.1333333333333,214.39164372265,6.983715239003,15.061265394958,20.591140514114
1899-08-31,6.44,0.2067,0.4367,7.326212727,3.1291666666667,225.19237585333,7.2278360386463,15.270420890551,21.726237373055
1899-07-31,6.28,0.2058,0.4258,7.231071736,3.125,222.48683303617,7.2910494010898,15.085174125287,21.561425634523
1899-06-30,6.07,0.205,0.415,7.135922645,3.1208333333333,217.91438400605,7.3595467415552,14.898594623148,21.212091925047
1899-05-31,6.21,0.2042,0.4042,7.040773554,3.1166666666667,225.95323515215,7.4298954296407,14.706972246135,22.091269360834
1899-04-30,6.48,0.2033,0.3933,7.040773554,3.1125,235.77728885442,7.3971485839665,14.310371559636,23.152421525686
1899-03-31,6.4,0.2025,0.3825,6.945632562,3.1083333333333,236.05625338866,7.4689673923756,14.108049518932,23.279682245509
1899-02-28,6.31,0.2017,0.3717,6.945632562,3.1041666666667,232.73671232538,7.439460360702,13.709704591338,23.04811754998
1899-01-31,6.08,0.2008,0.3608,6.755342479,3.1,230.57039740649,7.6148907564513,13.682532793464,22.932807416487
1898-12-31,5.65,0.2,0.35,6.755342479,3.1208333333333,214.26360943202,7.5845525462662,13.272966955966,21.403631985448
1898-11-30,5.32,0.1983,0.3467,6.660193388,3.1416666666667,204.63133284622,7.627517538234,13.335654717628,20.527416324811
1898-10-31,5.15,0.1967,0.3433,6.660193388,3.1625,198.09236168384,7.5659742802351,13.204875294381,19.947199825774
1898-09-30,5.26,0.195,0.34,6.660193388,3.1833333333333,202.32346067126,7.5005845686113,13.077942324758,20.442732862691
1898-08-31,5.27,0.1933,0.3367,6.660193388,3.2041666666667,202.70810603375,7.4351948569875,12.951009355136,20.544915179153
1898-07-31,5.08,0.1917,0.3333,6.660193388,3.225,195.39984414639,7.3736515989887,12.820229931888,19.858943014167
1898-06-30,5.06,0.19,0.33,6.755342479,3.2458333333333,191.88917942054,7.2053249189529,12.514511701339,19.544817480548
1898-05-31,4.87,0.1883,0.3267,7.231071736,3.2666666666667,172.533579122,6.6710622071196,11.574275215433,17.595635274513
1898-04-30,4.57,0.1867,0.3233,6.755342479,3.2875,173.30702568218,7.0801798019395,12.260429191039,17.705089426412
1898-03-31,4.65,0.185,0.32,6.755342479,3.3083333333333,176.34084670069,7.0157111052963,12.135284074026,18.042174923469
1898-02-28,4.87,0.1833,0.3167,6.755342479,3.3291666666667,184.68385450158,6.951242408653,12.010138957013,18.918131888002
1898-01-31,4.88,0.1817,0.3133,6.660193388,3.35,187.70693689653,6.9890062364958,12.050939206902,19.249000021814
1897-12-31,4.75,0.18,0.31,6.660193388,3.3541666666667,182.70654718412,6.923616524872,11.92400623728,18.748757662525
1897-11-30,4.65,0.18,0.3017,6.660193388,3.3583333333333,178.86009355919,6.923616524872,11.60475058641,18.35844809805
1897-10-31,4.82,0.18,0.2933,6.660193388,3.3625,185.39906472157,6.923616524872,11.281648481916,19.028031223902
1897-09-30,4.98,0.18,0.285,6.755342479,3.3666666666667,188.85535840203,6.8260972916396,10.807987378429,19.372370293398
1897-08-31,4.75,0.18,0.2767,6.565052397,3.3708333333333,185.35433746973,7.0239538409582,10.797377932184,19.006396010519
1897-07-31,4.46,0.18,0.2683,6.279613223,3.375,181.94884532302,7.3432269412877,10.945487713042,18.65197575582
1897-06-30,4.27,0.18,0.26,6.279613223,3.3791666666667,174.19766132944,7.3432269412877,10.606883359638,17.850497280691
1897-05-31,4.08,0.18,0.2517,6.279613223,3.3833333333333,166.44647733585,7.3432269412877,10.268279006234,17.047755129229
1897-04-30,4.06,0.18,0.2433,6.374754215,3.3875,163.1585846169,7.2336318303058,9.7774590239633,16.696857434735
1897-03-31,4.19,0.18,0.235,6.469903306,3.3916666666667,165.9065656367,7.127251029739,9.3050221777147,16.958030716721
1897-02-28,4.18,0.18,0.2267,6.469903306,3.3958333333333,165.51060724616,7.127251029739,8.9763767135657,16.894025883254
1897-01-31,4.22,0.18,0.2183,6.469903306,3.4,167.09444080832,7.127251029739,8.6437716655112,17.026521282381
1896-12-31,4.22,0.18,0.21,6.660193388,3.4166666666667,162.320342972,6.923616524872,8.0775526123507,16.50140418059
1896-11-30,4.38,0.1808,0.2133,6.660193388,3.4333333333333,168.47466877189,6.9543881538714,8.2044855819733,17.089425242371
1896-10-31,4.1,0.1817,0.2167,6.469903306,3.45,162.34294012183,7.1945639561309,8.5804183230246,16.438866804726
1896-09-30,4.01,0.1825,0.22,6.279613223,3.4666666666667,163.5907779698,7.4452162043611,8.9750551504627,16.544339943032
1896-08-31,3.81,0.1833,0.2233,6.279613223,3.4833333333333,155.43163692392,7.4778527685446,9.1096809777197,15.703370546227
1896-07-31,4.04,0.1842,0.2267,6.279613223,3.5,164.81464912668,7.5145689032511,9.2483863754995,16.637100103395
1896-06-30,4.32,0.185,0.23,6.279613223,3.5166666666667,176.2374465909,7.5472054674346,9.3830122027565,17.77757861643
1896-05-31,4.4,0.1858,0.2333,6.374754215,3.5333333333333,176.82211140747,7.4667155226156,9.3755905889463,17.828266894233
1896-04-30,4.42,0.1867,0.2367,6.469903306,3.55,175.01360861915,7.3925431514015,9.3723351041067,17.64369937813
1896-03-31,4.38,0.1875,0.24,6.565052397,3.5666666666667,170.91621012998,7.3166185843315,9.3652717879443,17.232362712299
1896-02-29,4.45,0.1883,0.2433,6.565052397,3.5833333333333,173.6477477348,7.3478361569579,9.4940442750285,17.515403352637
1896-01-31,4.27,0.1892,0.2467,6.660193388,3.6,164.24356978446,7.2774902583654,9.4892010926996,16.576224828568
1895-12-31,4.32,0.19,0.25,6.755342479,3.5883333333333,163.82633499935,7.2053249189529,9.4806906828328,16.548415156668
1895-11-30,4.59,0.1917,0.2425,6.850483471,3.5766666666667,171.64802199404,7.1688291538686,9.0685501816022,17.342998991922
1895-10-31,4.75,0.1933,0.235,6.850483471,3.565,177.63139530973,7.2286628870256,8.7880795574289,17.944706622466
1895-09-30,4.82,0.195,0.2275,6.850483471,3.5533333333333,180.24912113535,7.2922362285049,8.5076089332557,18.200335946605
1895-08-31,4.79,0.1967,0.22,6.850483471,3.5416666666667,179.12723863866,7.3558095699841,8.2271383090824,18.074072547242
1895-07-31,4.72,0.1983,0.2125,6.945632562,3.53,174.09148687414,7.3140554760893,7.8378052882953,17.546014648741
1895-06-30,4.7,0.2,0.205,7.040773554,3.5183333333333,171.01130518762,7.2770768164944,7.4590037369067,17.207413539783
1895-05-31,4.61,0.2017,0.1975,6.945632562,3.5066666666667,170.03427001902,7.439460360702,7.2845484444157,17.080369553382
1895-04-30,4.37,0.2033,0.19,6.850483471,3.495,163.42088368496,7.6026237192566,7.1052558123894,16.387543823686
1895-03-31,4.19,0.205,0.1825,6.565052397,3.4833333333333,163.50203663119,7.9995029855357,7.121508755416,16.364625427175
1895-02-28,4.19,0.2067,0.175,6.565052397,3.4716666666667,163.50203663119,8.065840327367,6.8288440120427,16.331237693211
1895-01-31,4.25,0.2083,0.1675,6.565052397,3.46,165.84335457818,8.12827547262,6.5361792686694,16.524443935163
1894-12-31,4.3,0.21,0.16,6.565052397,3.48,167.79445286733,8.1946128144512,6.2435145252962,16.672466333768
1894-11-30,4.34,0.2133,0.1683,6.660193388,3.5,166.93608732191,8.2044855819733,6.4735814507553,16.542784447445
1894-10-31,4.34,0.2167,0.1767,6.660193388,3.52,166.93608732191,8.3352650052209,6.7966835552493,16.502904205708
1894-09-30,4.48,0.22,0.185,6.850483471,3.54,167.5344528395,8.2271383090824,6.9182753962738,16.522315444877
1894-08-31,4.41,0.2233,0.1933,6.755342479,3.56,167.23938364517,8.4681529179063,7.3304700359663,16.457777072998
1894-07-31,4.25,0.2267,0.2017,6.565052397,3.58,165.84335457818,8.846279643029,7.8707304984515,16.289679714917
1894-06-30,4.34,0.23,0.21,6.565052397,3.6,169.35533149866,8.9750521301133,8.1946128144512,16.606319695293
1894-05-31,4.4,0.2333,0.2183,6.565052397,3.62,171.69664944564,9.1038246171975,8.518495130451,16.808751920918
1894-04-30,4.57,0.2367,0.2267,6.565052397,3.64,178.33038362877,9.23649930086,8.846279643029,17.434849078052
1894-03-31,4.51,0.24,0.235,6.565052397,3.66,175.98906568179,9.3652717879443,9.1701619590288,17.187622088122
1894-02-28,4.38,0.2433,0.2433,6.755342479,3.68,166.10170076323,9.2266081725329,9.2266081725329,16.20273659645
1894-01-31,4.32,0.2467,0.2517,6.850483471,3.7,161.5510795238,9.2256137311392,9.4125941472547,15.739869351948
1893-12-31,4.41,0.25,0.26,7.040773554,3.7041666666667,160.4595438037,9.0963460206179,9.4601998614427,15.612694335465
1893-11-30,4.57,0.2492,0.2692,7.135922645,3.7083333333333,164.06404199467,8.9463368194906,9.6643413796423,15.942411400572
1893-10-31,4.5,0.2483,0.2783,7.326212727,3.7125,157.35492101552,8.6824948640343,9.7315276708044,15.27179415352
1893-09-30,4.37,0.2475,0.2875,7.231071736,3.7166666666667,154.81965929428,8.7683903147217,10.185503900939,15.012069079139
1893-08-31,4.08,0.2467,0.2967,6.945632562,3.7208333333333,150.48586153527,9.099230892341,10.94342037194,14.588056535808
1893-07-31,4.18,0.2458,0.3058,7.231071736,3.725,148.08836975974,8.7081629873074,10.833833366634,14.349854182761
1893-06-30,4.61,0.245,0.315,7.421361818,3.7291666666667,159.13461591855,8.4572626681223,10.873623430443,15.416503863598
1893-05-31,4.84,0.2442,0.3242,7.611651901,3.7333333333333,162.89726147843,8.2189072836845,10.911424002336,15.780987310776
1893-04-30,5.31,0.2433,0.3333,7.706792893,3.7375,176.50953598812,8.0875273269135,11.07921437756,17.102541578255
1893-03-31,5.31,0.2425,0.3425,7.801941983,3.7416666666667,174.35690248198,7.9626269024257,11.246184387962,16.899589031582
1893-02-28,5.51,0.2417,0.3517,7.992232066,3.7458333333333,176.61632893581,7.7473986758232,11.273314498498,17.125193854872
1893-01-31,5.61,0.2408,0.3608,7.897091074,3.75,181.98812689798,7.811540277546,11.704334435792,17.656643708099
1892-12-31,5.51,0.24,0.37,7.611651901,3.7375,185.44708899714,8.0775501559553,12.452889823764,18.013009251276
1892-11-30,5.57,0.2383,0.3675,7.51650281,3.725,189.83955684838,8.1218611125617,12.525320851307,18.4633126908
1892-10-31,5.59,0.2367,0.365,7.326212727,3.7125,195.4697796615,8.2768688454165,12.76323248237,19.040214915325
1892-09-30,5.48,0.235,0.3625,7.326212727,3.7,191.62332603668,8.2174236530328,12.675813081806,18.694271809588
1892-08-31,5.62,0.2333,0.36,7.326212727,3.6875,196.51881246827,8.1579784606492,12.588393681242,19.204303803174
1892-07-31,5.54,0.2317,0.3575,7.231071736,3.675,196.27023169114,8.2086304481657,12.66545267682,19.211886434506
1892-06-30,5.54,0.23,0.355,7.040773554,3.6625,201.57502781689,8.3686383389685,12.916811349277,19.769284397137
1892-05-31,5.57,0.2283,0.3525,7.040773554,3.65,202.66658933937,8.3067831860283,12.825847889071,19.91146521349
1892-04-30,5.57,0.2267,0.35,7.040773554,3.6375,202.66658933937,8.2485665714964,12.734884428865,19.943265241639
1892-03-31,5.58,0.225,0.3475,7.135922645,3.625,200.32327228233,8.077551301707,12.475329232636,19.738054849323
1892-02-29,5.52,0.2233,0.345,7.326212727,3.6125,193.02203644571,7.8083008583925,12.063877277857,19.036425040978
1892-01-31,5.51,0.2217,0.3425,7.326212727,3.6,192.67235884345,7.7523524420314,11.976457877293,19.016388404225
1891-12-31,5.41,0.22,0.34,7.51650281,3.6016666666667,184.38635593352,7.4981512579252,11.588051944066,18.20630300021
1891-11-30,5.25,0.22,0.3358,7.51650281,3.6033333333333,178.93315501867,7.4981512579252,11.444905420051,17.671739174764
1891-10-31,5.33,0.22,0.3317,7.611651901,3.605,179.38892638017,7.4044209762924,11.16384744471,17.716568589826
1891-09-30,5.33,0.22,0.3275,7.611651901,3.6066666666667,179.38892638017,7.4044209762924,11.022490316981,17.711261413257
1891-08-31,4.93,0.22,0.3233,7.706792893,3.6083333333333,163.87796844095,7.3130127904684,10.746804705266,16.163998509963
1891-07-31,4.77,0.22,0.3192,7.706792893,3.61,158.55941368425,7.3130127904684,10.610516739625,15.617919238646
1891-06-30,4.85,0.22,0.315,7.801941983,3.6116666666667,159.25253804851,7.22382646818,10.34320607944,15.658211395638
1891-05-31,4.95,0.22,0.3108,7.992232066,3.6133333333333,158.66621202038,7.05183164535,9.9623148880672,15.566495230713
1891-04-30,4.97,0.22,0.3067,8.087381157,3.615,157.43301666918,6.9688659290181,9.7152326383175,15.408945125474
1891-03-31,4.81,0.22,0.3025,7.992232066,3.6166666666667,154.17868279152,7.05183164535,9.6962685123563,15.051623357657
1891-02-28,4.9,0.22,0.2983,7.897091074,3.6183333333333,158.95576146169,7.1367892901168,9.676837478372,15.476522332433
1891-01-31,4.84,0.22,0.2942,7.801941983,3.62,158.92418229996,7.22382646818,9.660226122448,15.428980086469
1890-12-31,4.6,0.22,0.29,7.897091074,3.6033333333333,149.22377606608,7.1367892901168,9.4075858824267,14.442991231338
1890-11-30,4.71,0.22,0.2908,7.897091074,3.5866666666667,152.79217071114,7.1367892901168,9.4335378434816,14.745043493293
1890-10-31,5.08,0.22,0.2917,8.087381157,3.57,160.91744963369,6.9688659290181,9.2400826886117,15.482849163344
1890-09-30,5.32,0.22,0.2925,8.087381157,3.5533333333333,168.51984882898,6.9688659290181,9.2654240192626,16.169702000615
1890-08-31,5.41,0.22,0.2933,7.992232066,3.5366666666667,173.4109509152,7.05183164535,9.4013737344598,16.596791133979
1890-07-31,5.54,0.22,0.2942,7.706792893,3.52,184.15495845089,7.3130127904684,9.77949255889,17.589295440865
1890-06-30,5.58,0.22,0.295,7.706792893,3.5033333333333,185.48459714006,7.3130127904684,9.8060853326735,17.68436084445
1890-05-31,5.62,0.22,0.2958,7.706792893,3.4866666666667,186.81423582924,7.3130127904684,9.8326781064571,17.786430487859
1890-04-30,5.39,0.22,0.2967,7.611651901,3.47,181.40831391916,7.4044209762924,9.9858713802997,17.257854542603
1890-03-31,5.28,0.22,0.2975,7.611651901,3.4533333333333,177.70610343102,7.4044209762924,10.012796547486,16.90112228859
1890-02-28,5.32,0.22,0.2983,7.611651901,3.4366666666667,179.05236179034,7.4044209762924,10.039721714673,17.026814982671
1890-01-31,5.38,0.22,0.2992,7.611651901,3.42,181.07174932933,7.4044209762924,10.070012527758,17.220071982182
1889-12-31,5.32,0.22,0.3,7.801941983,3.4225,174.68525823053,7.22382646818,9.8506724566091,16.610338076603
1889-11-30,5.35,0.2208,0.2967,7.706792893,3.425,177.8391746773,7.3396055642519,9.8625949769635,16.906021170249
1889-10-31,5.4,0.2217,0.2933,7.706792893,3.4275,179.50122303877,7.3695224347584,9.7495756883836,17.053214402955
1889-09-30,5.5,0.2225,0.29,7.706792893,3.43,182.82531976171,7.3961152085419,9.6398804965265,17.350788026349
1889-08-31,5.37,0.2233,0.2867,7.611651901,3.4325,180.7351847395,7.5154872909367,9.6493067904683,17.131853975346
1889-07-31,5.3,0.2242,0.2833,7.611651901,3.435,178.37923261068,7.5457781040216,9.5348748299256,16.889214491108
1889-06-30,5.41,0.225,0.28,7.611651901,3.4375,182.08144309883,7.5727032712081,9.4238085152812,17.219302943948
1889-05-31,5.32,0.2258,0.2767,7.611651901,3.44,179.05236179034,7.5996284383946,9.3127422006368,16.915421076068
1889-04-30,5.18,0.2267,0.2733,7.801941983,3.4425,170.08827775078,7.4438248197109,8.9739626079709,16.050104533967
1889-03-31,5.19,0.2275,0.27,7.801941983,3.445,170.41663349934,7.4700932795952,8.8656052109482,16.065045360769
1889-02-28,5.3,0.2283,0.2667,7.897091074,3.4475,171.93174198918,7.4060408860621,8.6517350167007,16.192720447849
1889-01-31,5.24,0.2292,0.2633,7.992232066,3.45,167.96180828016,7.3467264232465,8.4397603282757,15.802286071028
1888-12-31,5.14,0.23,0.26,8.277679339,3.4683333333333,159.07497392368,7.118140856507,8.0465940117036,14.946748301089
1888-11-30,5.24,0.2317,0.2683,8.277679339,3.4866666666667,162.16981777433,7.1707532019682,8.303466051308,15.223749016946
1888-10-31,5.35,0.2333,0.2767,8.18251405,3.505,167.49982696333,7.304244790756,8.6630284337856,15.71594187433
1888-09-30,5.38,0.235,0.285,8.087381157,3.5233333333333,170.42044862781,7.4440158787238,9.0278490444098,15.987828821761
1888-08-31,5.25,0.2367,0.2933,8.087381157,3.5416666666667,166.30248239702,7.4978662063572,9.2907653499136,15.602911670089
1888-07-31,5.14,0.2383,0.3017,8.087381157,3.56,162.81804943251,7.5485488676591,9.5568493217489,15.279642515498
1888-06-30,5.01,0.24,0.31,7.992232066,3.5783333333333,160.58943883274,7.6929072494727,9.9366718639023,15.077628818435
1888-05-31,5.17,0.2417,0.3183,8.087381157,3.5966666666667,163.76834933192,7.6562495229258,10.082681932757,15.387916957229
1888-04-30,5.1,0.2433,0.3267,8.18251405,3.615,159.67273224542,7.6173285794725,10.228447377368,15.020108681844
1888-03-31,5.08,0.245,0.335,8.277679339,3.6333333333333,157.21806761329,7.5823674341053,10.367726899695,14.808972366947
1888-02-29,5.28,0.2467,0.3433,8.277679339,3.6516666666667,163.4077553146,7.6349797795664,10.624598939299,15.418178318821
1888-01-31,5.31,0.2483,0.3517,8.372844628,3.67,162.46837221258,7.5971557100534,10.76085244956,15.35866251426
